EventID,pathway,Node,DecisionTable,Attribute,Value,Date
247,Path1,Initial_patient_GP_Visit,,,,1966-09-07T00:00:00
247,Path1,Initial_patient_GP_Visit,,NhsNumber,7832003812,1966-09-07T00:00:00
248,Path1,patient_assessment,,,,1966-09-07T00:00:00
249,Path1,test_request,,,,1966-09-07T00:36:00
249,Path1,test_request,,PatientRcorded,TRUE,1966-09-07T00:36:00
250,Path1,Specimen_check,,,,1966-09-07T00:36:00
250,Path1,Specimen_check,,PerformingOrg,"{'Code': 'TKD13', 'DisplayName': 'Midtown District Hospital', 'AddressLine': 'Beckett Street', 'AddressCity': 'Leeds', 'AddressDistrict': 'West YorkShire', 'AddressPostalCode': 'LS9 7TF'}",1966-09-07T00:36:00
250,Path1,Specimen_check,,RequestingHCP,"{'Code': 'G6040649', 'DisplayName': 'Dr Jane Green'}",1966-09-07T00:36:00
250,Path1,Specimen_check,,OrgRequesting,"{'Code': 'D82015', 'DisplayName': 'Manor GP Practice', 'AddressLine': '30/32 Bridge Street', 'AddressCity': 'Downham Market', 'AddressDistrict': 'Norfolk', 'AddressPostalCode': 'PE38 9DH'}",1966-09-07T00:36:00
251,Path1,specimen_ready_for_test,,,,1966-09-07T00:36:00
251,Path1,specimen_ready_for_test,,Request,"{'Code': '26604007', 'DisplayName': 'FBC - Full blood count', 'text': 'FBC'}",1966-09-07T00:36:00
251,Path1,specimen_ready_for_test,,CollectingHCP,"{'Code': 'J7040649', 'DisplayName': 'Alice Jones'}",1966-09-07T00:36:00
251,Path1,specimen_ready_for_test,,OrgCollecting,"{'Code': 'D82015', 'DisplayName': 'Manor GP Practice', 'AddressLine': '30/32 Bridge Street', 'AddressCity': 'Downham Market', 'AddressDistrict': 'Norfolk', 'AddressPostalCode': 'PE38 9DH'}",1966-09-07T00:36:00
251,Path1,specimen_ready_for_test,,Specimen,"{'Code': '53130003', 'DisplayName': 'Venous blood (substance)'}",1966-09-07T00:36:00
252,Path1,lab_test,,,,1966-09-07T00:36:00
253,Path1,test_report,,,,1966-09-07T00:45:00
253,Path1,test_report,,PerformingHCP,"{'Code': 'J7040649', 'DisplayName': 'Alice Jones'}",1966-09-07T00:45:00
253,Path1,test_report,,obs,"OrderedDict([('id', '15'), ('code', '1022471000000100'), ('DisplayName', 'MCH - Mean corpuscular haemoglobin'), ('value', '31.7'), ('unit', 'pg'), ('unit_code', 'pg'), ('system', 'http://unitsofmeasure.org')])",1966-09-07T00:45:00
254,Path1,send_report,,,,1966-09-07T00:45:00
255,Path1,receive_report,,,,1966-09-07T00:45:00
255,Path1,receive_report,,Report,"{'Code': '1028441000000104', 'DisplayName': 'Potassium Level (Observable entity)'}",1966-09-07T00:45:00
255,Path1,receive_report,,BundleSent,TRUE,1966-09-07T00:45:00
256,Path1,GP_checks_report,,,,1966-09-07T00:45:00
257,Path1,inform_patient,,,,1966-09-07T00:45:00
258,Path1,Finish,,,,1966-09-07T01:45:00
258,Path1,Finish,,listing_provided,TRUE,1966-09-07T01:45:00
258,Path1,Finish,,json_provided,TRUE,1966-09-07T01:45:00
259,Path1,Finish,,,,1966-09-07T01:45:00
